# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Apr 22 12:47:16 2018
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN st_dist:        Distance [pc]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN pl_disc:        Year of Discovery
#
loc_rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbeccen,st_dist,st_teff,st_rad,pl_eqt,pl_rade,pl_disc
1975,Kepler-171,b,Transit,3,4.16697200,,,5642.00,0.84,,2.340,2014
1976,Kepler-171,c,Transit,3,11.46346200,,,5642.00,0.84,,2.560,2014
1977,Kepler-171,d,Transit,3,39.59551900,,,5642.00,0.84,,1.890,2014
1978,Kepler-172,b,Transit,4,2.94030900,,,5526.00,1.08,,2.350,2014
1979,Kepler-172,c,Transit,4,6.38899600,,,5526.00,1.08,,2.860,2014
1980,Kepler-172,d,Transit,4,14.62711900,,,5526.00,1.08,,2.250,2014
1981,Kepler-172,e,Transit,4,35.11873600,,,5526.00,1.08,,2.760,2014
1982,Kepler-173,b,Transit,2,4.26374200,,,6031.00,0.95,,1.290,2014
1983,Kepler-173,c,Transit,2,8.00577700,,,6031.00,0.95,,2.430,2014
1984,Kepler-174,b,Transit,3,13.98179000,,,4880.00,0.62,,1.960,2014
1985,Kepler-174,c,Transit,3,44.00052900,,,4880.00,0.62,,1.490,2014
1986,Kepler-174,d,Transit,3,247.35373000,,,4880.00,0.62,,2.190,2014
1987,Kepler-175,b,Transit,2,11.90351500,,,6064.00,1.01,,2.560,2014
1988,Kepler-175,c,Transit,2,34.03525700,,,6064.00,1.01,,3.100,2014
1989,Kepler-176,b,Transit,4,5.43307400,,,5232.00,0.89,,1.430,2014
1990,Kepler-176,c,Transit,4,12.75971200,,,5232.00,0.89,,2.600,2014
1991,Kepler-176,d,Transit,4,25.75197400,,,5232.00,0.89,,2.510,2014
1992,Kepler-176,e,Transit,4,51.16579000,,,5232.00,0.89,,1.450,2016
1993,Kepler-177,b,Transit,2,36.85500000,,,5942.00,1.07,,2.900,2013
1994,Kepler-177,c,Transit,2,49.41200000,,,5942.00,1.07,,7.100,2013
1995,Kepler-178,b,Transit,3,9.57669400,,,5676.00,1.07,,2.900,2014
1996,Kepler-178,c,Transit,3,20.55280200,,,5676.00,1.07,,2.880,2014
1997,Kepler-178,d,Transit,3,96.67898800,,,5676.00,1.07,,3.950,2014
1998,Kepler-179,b,Transit,2,2.73592600,,,5302.00,0.76,,1.640,2014
1999,Kepler-179,c,Transit,2,6.40013000,,,5302.00,0.76,,2.000,2014
2000,Kepler-18,b,Transit,3,3.50472500,0.000000,,5345.00,1.11,,2.000,2011
2001,Kepler-18,c,Transit,3,7.64159000,0.000000,,5345.00,1.11,,5.490,2011
2002,Kepler-18,d,Transit,3,14.85888000,0.000000,,5345.00,1.11,,6.980,2011
2003,Kepler-180,b,Transit,2,13.81712400,,,5731.00,1.06,,1.500,2014
2004,Kepler-180,c,Transit,2,41.88577500,,,5731.00,1.06,,3.010,2014
2005,Kepler-181,b,Transit,2,3.13787300,,,5333.00,0.75,,1.270,2014
2006,Kepler-181,c,Transit,2,4.30214900,,,5333.00,0.75,,1.990,2014
2007,Kepler-182,b,Transit,2,9.82579200,,,6250.00,1.15,,2.580,2014
2008,Kepler-182,c,Transit,2,20.68434200,,,6250.00,1.15,,3.430,2014
2009,Kepler-183,b,Transit,2,5.68794500,,,5888.00,0.96,,2.060,2014
2010,Kepler-183,c,Transit,2,11.63707100,,,5888.00,0.96,,2.270,2014
2011,Kepler-184,b,Transit,3,10.68757600,,,5788.00,0.87,,2.360,2014
2012,Kepler-184,c,Transit,3,20.30300500,,,5788.00,0.87,,1.970,2014
2013,Kepler-184,d,Transit,3,29.02235800,,,5788.00,0.87,,2.490,2014
2014,Kepler-185,b,Transit,2,1.63290000,,,5208.00,0.81,,1.170,2014
2015,Kepler-185,c,Transit,2,20.72904200,,,5208.00,0.81,,2.020,2014
2016,Kepler-186,b,Transit,5,3.88679070,,172.00,3755.00,0.52,,1.070,2014
2017,Kepler-186,c,Transit,5,7.26730200,,172.00,3755.00,0.52,,1.250,2014
2018,Kepler-186,d,Transit,5,13.34299600,,172.00,3755.00,0.52,,1.400,2014
2019,Kepler-186,e,Transit,5,22.40770400,,172.00,3755.00,0.52,,1.270,2014
2020,Kepler-186,f,Transit,5,129.94410000,0.040000,172.00,3755.00,0.52,,1.170,2014
2021,Kepler-187,b,Transit,2,4.93886400,,,6105.00,1.29,,1.410,2014
2022,Kepler-187,c,Transit,2,10.64026300,,,6105.00,1.29,,2.670,2014
2023,Kepler-188,b,Transit,2,2.06189700,,,6021.00,1.14,,1.680,2014
2024,Kepler-188,c,Transit,2,5.99655300,,,6021.00,1.14,,3.190,2014
2025,Kepler-189,b,Transit,2,10.39993100,,,5235.00,0.75,,1.210,2014
2026,Kepler-189,c,Transit,2,20.13486600,,,5235.00,0.75,,2.380,2014
2027,Kepler-19,b,Transit,3,9.28716000,0.120000,2119.00,5544.00,0.86,,,2011
2028,Kepler-19,c,Transit Timing Variations,3,28.73100000,0.210000,2119.00,5544.00,0.86,,,2011
2029,Kepler-19,d,Radial Velocity,3,62.95000000,0.050000,2119.00,5544.00,0.86,,,2017
2030,Kepler-190,b,Transit,2,2.01999900,,,5106.00,0.80,,1.560,2014
2031,Kepler-190,c,Transit,2,3.76302400,,,5106.00,0.80,,1.460,2014
2032,Kepler-191,b,Transit,3,9.93963200,,,5282.00,0.79,,1.340,2014
2033,Kepler-191,c,Transit,3,17.73850600,,,5282.00,0.79,,1.860,2014
2034,Kepler-191,d,Transit,3,5.94504102,,,5282.00,0.79,,2.280,2016
2035,Kepler-192,b,Transit,3,9.92674600,,,5479.00,1.01,,2.740,2014
2036,Kepler-192,c,Transit,3,21.22340000,,,5479.00,1.01,,2.790,2014
2037,Kepler-192,d,Transit,3,6.47027579,,,5479.00,1.01,,1.020,2016
2038,Kepler-193,b,Transit,2,11.38848000,,,6335.00,1.15,,2.390,2014
2039,Kepler-193,c,Transit,2,50.69749400,,,6335.00,1.15,,2.750,2014
2040,Kepler-194,b,Transit,3,2.09228100,,,6089.00,1.02,,1.510,2014
2041,Kepler-194,c,Transit,3,17.30803200,,,6089.00,1.02,,2.590,2014
2042,Kepler-194,d,Transit,3,52.81497300,,,6089.00,1.02,,2.400,2014
2043,Kepler-195,b,Transit,2,8.30787200,,,5329.00,0.78,,2.030,2014
2044,Kepler-195,c,Transit,2,34.09686300,,,5329.00,0.78,,1.550,2014
2045,Kepler-196,b,Transit,2,20.73988600,,,5128.00,0.78,,1.900,2014
2046,Kepler-196,c,Transit,2,47.42773700,,,5128.00,0.78,,2.240,2014
2047,Kepler-197,b,Transit,4,5.59930800,,,6004.00,1.12,,1.020,2014
2048,Kepler-197,c,Transit,4,10.34969500,,,6004.00,1.12,,1.230,2014
2049,Kepler-197,d,Transit,4,15.67756300,,,6004.00,1.12,,1.220,2014
2050,Kepler-197,e,Transit,4,25.20971500,,,6004.00,1.12,,0.910,2014
2051,Kepler-198,b,Transit,3,17.79003700,,,5574.00,0.94,,2.820,2014
2052,Kepler-198,c,Transit,3,49.56741600,,,5574.00,0.94,,2.470,2014
2053,Kepler-198,d,Transit,3,1.31184443,,,5574.00,0.94,,1.530,2016
2054,Kepler-199,b,Transit,2,23.63760400,,,5644.00,0.97,,3.110,2014
2055,Kepler-199,c,Transit,2,67.09340800,,,5644.00,0.97,,3.250,2014
2056,Kepler-20,b,Transit,6,3.69611525,0.030000,290.00,5495.00,0.96,1105,1.868,2011
2057,Kepler-20,c,Transit,6,10.85409089,0.160000,290.00,5495.00,0.96,772,3.047,2011
2058,Kepler-20,d,Transit,6,77.61130017,,290.00,5495.00,0.96,401,2.744,2011
2059,Kepler-20,e,Transit,6,6.09852281,,290.00,5495.00,0.96,,0.865,2011
2060,Kepler-20,f,Transit,6,19.57758478,,290.00,5495.00,0.96,,1.003,2011
2061,Kepler-20,g,Radial Velocity,6,34.94000000,0.150000,290.00,5495.00,0.96,524,,2016
2062,Kepler-200,b,Transit,2,8.59480500,,,5678.00,0.94,,2.130,2014
2063,Kepler-200,c,Transit,2,10.22215700,,,5678.00,0.94,,1.590,2014
2064,Kepler-201,b,Transit,2,25.67208300,,,6065.00,1.23,,2.460,2014
2065,Kepler-201,c,Transit,2,151.88405800,,,6065.00,1.23,,2.850,2014
2066,Kepler-202,b,Transit,2,4.06942700,,,4668.00,0.67,,1.630,2014
2067,Kepler-202,c,Transit,2,16.28249300,,,4668.00,0.67,,1.850,2014
2068,Kepler-203,b,Transit,3,3.16269700,,,5821.00,1.11,,2.570,2014
2069,Kepler-203,c,Transit,3,5.37064700,,,5821.00,1.11,,2.470,2014
2070,Kepler-203,d,Transit,3,11.32972000,,,5821.00,1.11,,1.440,2014
2071,Kepler-204,b,Transit,2,14.40097400,,,5812.00,1.24,,2.530,2014
2072,Kepler-204,c,Transit,2,25.66059300,,,5812.00,1.24,,1.790,2014
2073,Kepler-205,b,Transit,2,2.75564000,,,4321.00,0.55,,1.510,2014
2074,Kepler-205,c,Transit,2,20.30654600,,,4321.00,0.55,,1.640,2014
2075,Kepler-206,b,Transit,3,7.78198700,,,5764.00,1.19,,1.200,2014
2076,Kepler-206,c,Transit,3,13.13747100,,,5764.00,1.19,,1.770,2014
2077,Kepler-206,d,Transit,3,23.44281000,,,5764.00,1.19,,1.190,2014
2078,Kepler-207,b,Transit,3,1.61186500,,,5920.00,1.59,,1.570,2014
2079,Kepler-207,c,Transit,3,3.07157100,,,5920.00,1.59,,1.500,2014
2080,Kepler-207,d,Transit,3,5.86807500,,,5920.00,1.59,,3.310,2014
2081,Kepler-208,b,Transit,4,4.22864000,,,6092.00,1.31,,1.630,2014
2082,Kepler-208,c,Transit,4,7.46662300,,,6092.00,1.31,,1.390,2014
2083,Kepler-208,d,Transit,4,11.13178600,,,6092.00,1.31,,1.200,2014
2084,Kepler-208,e,Transit,4,16.25945800,,,6092.00,1.31,,1.480,2014
2085,Kepler-209,b,Transit,2,16.08784500,,,5513.00,0.94,,2.260,2014
2086,Kepler-209,c,Transit,2,41.74988200,,,5513.00,0.94,,3.100,2014
2087,Kepler-21,b,Transit,1,2.78578000,0.020000,113.00,6305.00,1.90,2025,1.639,2012
2088,Kepler-210,b,Transit,2,2.45323400,,,4559.00,0.65,,2.940,2014
2089,Kepler-210,c,Transit,2,7.97251300,,,4559.00,0.65,,3.620,2014
2090,Kepler-211,b,Transit,2,4.13857500,,,5123.00,0.82,,1.260,2014
2091,Kepler-211,c,Transit,2,6.04045000,,,5123.00,0.82,,1.290,2014
2092,Kepler-212,b,Transit,2,16.25758200,,,5852.00,1.46,,1.090,2014
2093,Kepler-212,c,Transit,2,31.80517400,,,5852.00,1.46,,2.740,2014
2094,Kepler-213,b,Transit,2,2.46236000,,,5696.00,1.20,,1.620,2014
2095,Kepler-213,c,Transit,2,4.82296200,,,5696.00,1.20,,2.340,2014
2096,Kepler-214,b,Transit,2,15.66054400,,,6169.00,1.35,,2.610,2014
2097,Kepler-214,c,Transit,2,28.77980000,,,6169.00,1.35,,2.130,2014
2098,Kepler-215,b,Transit,4,9.36067200,,,5739.00,1.03,,1.620,2014
2099,Kepler-215,c,Transit,4,14.66710800,,,5739.00,1.03,,1.770,2014
2100,Kepler-215,d,Transit,4,30.86442300,,,5739.00,1.03,,2.390,2014
2101,Kepler-215,e,Transit,4,68.16101000,,,5739.00,1.03,,1.750,2014
2102,Kepler-216,b,Transit,2,7.69364100,,,6091.00,1.26,,2.350,2014
2103,Kepler-216,c,Transit,2,17.40666900,,,6091.00,1.26,,3.040,2014
2104,Kepler-217,b,Transit,3,5.37494300,,,6171.00,1.80,,2.230,2014
2105,Kepler-217,c,Transit,3,8.58600400,,,6171.00,1.80,,1.850,2014
2106,Kepler-217,d,Transit,3,3.88689525,,,6171.00,1.80,,1.320,2016
2107,Kepler-218,b,Transit,3,3.61933700,,,5502.00,1.06,,1.480,2014
2108,Kepler-218,c,Transit,3,44.69957600,,,5502.00,1.06,,3.140,2014
2109,Kepler-218,d,Transit,3,124.52446470,,,5502.00,1.06,,2.660,2016
2110,Kepler-219,b,Transit,3,4.58551200,,,5786.00,1.49,,2.950,2014
2111,Kepler-219,c,Transit,3,22.71461300,,,5786.00,1.49,,3.580,2014
2112,Kepler-219,d,Transit,3,47.90364500,,,5786.00,1.49,,2.810,2014
2113,Kepler-22,b,Transit,1,289.86230000,0.000000,190.00,5518.00,0.98,262,2.380,2011
2114,Kepler-220,b,Transit,4,4.15980700,,,4632.00,0.67,,0.810,2014
2115,Kepler-220,c,Transit,4,9.03419900,,,4632.00,0.67,,1.570,2014
2116,Kepler-220,d,Transit,4,28.12239700,,,4632.00,0.67,,0.980,2014
2117,Kepler-220,e,Transit,4,45.90273300,,,4632.00,0.67,,1.330,2014
2118,Kepler-221,b,Transit,4,2.79590600,,,5243.00,0.82,,1.710,2014
2119,Kepler-221,c,Transit,4,5.69058600,,,5243.00,0.82,,2.930,2014
2120,Kepler-221,d,Transit,4,10.04156000,,,5243.00,0.82,,2.730,2014
2121,Kepler-221,e,Transit,4,18.36991700,,,5243.00,0.82,,2.630,2014
2122,Kepler-222,b,Transit,3,3.93698100,,,5433.00,0.87,,3.160,2014
2123,Kepler-222,c,Transit,3,10.08881000,,,5433.00,0.87,,4.640,2014
2124,Kepler-222,d,Transit,3,28.08191200,,,5433.00,0.87,,3.690,2014
2125,Kepler-223,b,Transit,4,7.38449000,0.078000,,,1.72,,2.990,2014
2126,Kepler-223,c,Transit,4,9.84564000,0.150000,,,1.72,,3.440,2014
2127,Kepler-223,d,Transit,4,14.78869000,0.037000,,,1.72,,5.240,2014
2128,Kepler-223,e,Transit,4,19.72567000,0.051000,,,1.72,,4.600,2014
2129,Kepler-224,b,Transit,4,3.13292400,,,5018.00,0.68,,1.390,2014
2130,Kepler-224,c,Transit,4,5.92500300,,,5018.00,0.68,,3.120,2014
2131,Kepler-224,d,Transit,4,11.34939300,,,5018.00,0.68,,2.300,2014
2132,Kepler-224,e,Transit,4,18.64357700,,,5018.00,0.68,,1.970,2014
2133,Kepler-225,b,Transit,2,6.73897500,,,3682.00,0.48,,1.200,2014
2134,Kepler-225,c,Transit,2,18.79423400,,,3682.00,0.48,,1.840,2014
2135,Kepler-226,b,Transit,3,3.94099700,,,5571.00,0.80,,1.550,2014
2136,Kepler-226,c,Transit,3,5.34955500,,,5571.00,0.80,,2.270,2014
2137,Kepler-226,d,Transit,3,8.10904400,,,5571.00,0.80,,1.220,2014
2138,Kepler-227,b,Transit,2,9.48801500,,,5854.00,1.09,,3.110,2014
2139,Kepler-227,c,Transit,2,54.41869400,,,5854.00,1.09,,3.040,2014
2140,Kepler-228,b,Transit,3,2.56654600,,,6043.00,1.01,,1.530,2014
2141,Kepler-228,c,Transit,3,4.13444400,,,6043.00,1.01,,2.700,2014
2142,Kepler-228,d,Transit,3,11.09428600,,,6043.00,1.01,,4.040,2014
2143,Kepler-229,b,Transit,3,6.25297200,,,5120.00,0.73,,2.200,2014
2144,Kepler-229,c,Transit,3,16.06863800,,,5120.00,0.73,,4.920,2014
2145,Kepler-229,d,Transit,3,41.19491200,,,5120.00,0.73,,3.850,2014
2146,Kepler-23,b,Transit,3,7.10730000,,800.00,5828.00,1.55,,1.900,2011
2147,Kepler-23,c,Transit,3,10.74210000,,800.00,5828.00,1.55,,3.200,2011
2148,Kepler-23,d,Transit,3,15.27429900,,800.00,5828.00,1.55,,2.200,2014
2149,Kepler-230,b,Transit,2,32.62555500,,,5588.00,0.82,,4.260,2014
2150,Kepler-230,c,Transit,2,91.77324200,,,5588.00,0.82,,2.040,2014
2151,Kepler-231,b,Transit,2,10.06527500,,,3767.00,0.49,,1.730,2014
2152,Kepler-231,c,Transit,2,19.27156600,,,3767.00,0.49,,1.930,2014
2153,Kepler-232,b,Transit,2,4.43122200,,,5847.00,0.97,,3.080,2014
2154,Kepler-232,c,Transit,2,11.37934900,,,5847.00,0.97,,3.830,2014
2155,Kepler-233,b,Transit,2,8.47238200,,,5360.00,0.76,,2.430,2014
2156,Kepler-233,c,Transit,2,60.41895500,,,5360.00,0.76,,2.710,2014
2157,Kepler-234,b,Transit,2,2.71150600,,,6224.00,1.11,,3.700,2014
2158,Kepler-234,c,Transit,2,7.21205000,,,6224.00,1.11,,3.510,2014
2159,Kepler-235,b,Transit,4,3.34022200,,369.00,4255.00,0.55,,2.230,2014
2160,Kepler-235,c,Transit,4,7.82490400,,369.00,4255.00,0.55,,1.280,2014
2161,Kepler-235,d,Transit,4,20.06054800,,369.00,4255.00,0.55,,2.050,2014
2162,Kepler-235,e,Transit,4,46.18366900,,369.00,4255.00,0.55,,2.220,2014
2163,Kepler-236,b,Transit,2,8.29561100,,,3750.00,0.51,,1.570,2014
2164,Kepler-236,c,Transit,2,23.96812700,,,3750.00,0.51,,2.000,2014
2165,Kepler-237,b,Transit,2,4.71510600,,,4861.00,0.72,,1.410,2014
2166,Kepler-237,c,Transit,2,8.10363600,,,4861.00,0.72,,2.080,2014
2167,Kepler-238,b,Transit,5,2.09087600,,,5751.00,1.43,,1.730,2014
2168,Kepler-238,c,Transit,5,6.15555700,,,5751.00,1.43,,2.390,2014
2169,Kepler-238,d,Transit,5,13.23354900,,,5751.00,1.43,,3.070,2014
2170,Kepler-238,e,Transit,5,23.65400000,,,5751.00,1.43,,5.600,2013
2171,Kepler-238,f,Transit,5,50.44700000,,,5751.00,1.43,,2.000,2013
2172,Kepler-239,b,Transit,2,11.76305100,,,4914.00,0.76,,2.330,2014
2173,Kepler-239,c,Transit,2,56.22809800,,,4914.00,0.76,,2.510,2014
2174,Kepler-24,b,Transit,4,8.14530000,,1200.00,5897.00,1.29,,2.400,2011
2175,Kepler-24,c,Transit,4,12.33350000,,1200.00,5897.00,1.29,,2.800,2011
2176,Kepler-24,d,Transit,4,4.24438400,,1200.00,5897.00,1.29,,1.670,2014
2177,Kepler-24,e,Transit,4,18.99835500,,1200.00,5897.00,1.29,,2.780,2014
2178,Kepler-240,b,Transit,2,4.14449500,,,4985.00,0.74,,1.370,2014
2179,Kepler-240,c,Transit,2,7.95352800,,,4985.00,0.74,,2.200,2014
2180,Kepler-241,b,Transit,2,12.71809200,,,4699.00,0.67,,2.330,2014
2181,Kepler-241,c,Transit,2,36.06597800,,,4699.00,0.67,,2.570,2014
2182,Kepler-242,b,Transit,2,8.20395000,,,5020.00,0.85,,2.610,2014
2183,Kepler-242,c,Transit,2,14.49648100,,,5020.00,0.85,,2.000,2014
2184,Kepler-243,b,Transit,2,5.71544200,,,5228.00,0.84,,2.450,2014
2185,Kepler-243,c,Transit,2,20.02621800,,,5228.00,0.84,,1.990,2014
2186,Kepler-244,b,Transit,3,4.31179200,,,5554.00,0.80,,2.760,2014
2187,Kepler-244,c,Transit,3,9.76729200,,,5554.00,0.80,,2.050,2014
2188,Kepler-244,d,Transit,3,20.05040100,,,5554.00,0.80,,2.310,2014
2189,Kepler-245,b,Transit,4,7.49019000,,,5100.00,0.80,,2.570,2014
2190,Kepler-245,c,Transit,4,17.46081200,,,5100.00,0.80,,2.180,2014
2191,Kepler-245,d,Transit,4,36.27710800,,,5100.00,0.80,,3.030,2014
2192,Kepler-245,e,Transit,4,3.21982106,,,5100.00,0.80,,1.750,2016
2193,Kepler-246,b,Transit,2,4.60182000,,,5206.00,0.83,,2.340,2014
2194,Kepler-246,c,Transit,2,11.18716100,,,5206.00,0.83,,1.500,2014
2195,Kepler-247,b,Transit,3,3.33616000,,,5100.00,0.77,,1.640,2014
2196,Kepler-247,c,Transit,3,9.43945200,,,5100.00,0.77,,4.090,2014
2197,Kepler-247,d,Transit,3,20.47791200,,,5100.00,0.77,,3.940,2014
2198,Kepler-248,b,Transit,2,6.30820500,,,5190.00,0.83,,3.020,2014
2199,Kepler-248,c,Transit,2,16.23949400,,,5190.00,0.83,,4.070,2014
2200,Kepler-249,b,Transit,3,3.30653900,,,3568.00,0.48,,1.090,2014
2201,Kepler-249,c,Transit,3,7.11370200,,,3568.00,0.48,,1.510,2014
2202,Kepler-249,d,Transit,3,15.36845900,,,3568.00,0.48,,1.570,2014
2203,Kepler-25,b,Transit,3,6.23850000,,,6270.00,1.31,,2.710,2011
2204,Kepler-25,c,Transit,3,12.72040000,,,6270.00,1.31,,5.200,2011
2205,Kepler-25,d,Radial Velocity,3,123.00000000,,,6270.00,1.31,,,2014
2206,Kepler-250,b,Transit,3,4.14814100,,,5160.00,0.81,,1.130,2014
2207,Kepler-250,c,Transit,3,7.15680400,,,5160.00,0.81,,2.280,2014
2208,Kepler-250,d,Transit,3,17.64831200,,,5160.00,0.81,,2.180,2014
2209,Kepler-251,b,Transit,4,4.79093600,,,5526.00,0.89,,1.330,2014
2210,Kepler-251,c,Transit,4,16.51404300,,,5526.00,0.89,,2.770,2014
2211,Kepler-251,d,Transit,4,30.13300100,,,5526.00,0.89,,2.770,2014
2212,Kepler-251,e,Transit,4,99.64016100,,,5526.00,0.89,,2.770,2014
2213,Kepler-252,b,Transit,2,6.66839100,,,4208.00,0.55,,1.230,2014
2214,Kepler-252,c,Transit,2,10.84846300,,,4208.00,0.55,,2.150,2014
2215,Kepler-253,b,Transit,3,3.78398600,,,5208.00,0.79,,1.630,2014
2216,Kepler-253,c,Transit,3,10.28195100,,,5208.00,0.79,,2.650,2014
2217,Kepler-253,d,Transit,3,18.11986900,,,5208.00,0.79,,3.170,2014
2218,Kepler-254,b,Transit,3,5.82666200,,,5957.00,0.91,,3.870,2014
2219,Kepler-254,c,Transit,3,12.41218300,,,5957.00,0.91,,2.150,2014
2220,Kepler-254,d,Transit,3,18.74647700,,,5957.00,0.91,,2.500,2014
2221,Kepler-255,b,Transit,3,5.71460600,,,5573.00,0.93,,1.550,2014
2222,Kepler-255,c,Transit,3,9.94604700,,,5573.00,0.93,,2.990,2014
2223,Kepler-255,d,Transit,3,1.04562266,,,5573.00,0.93,,1.320,2016
2224,Kepler-256,b,Transit,4,1.62049300,,,5551.00,1.30,,1.590,2014
2225,Kepler-256,c,Transit,4,3.38802000,,,5551.00,1.30,,2.150,2014
2226,Kepler-256,d,Transit,4,5.83917200,,,5551.00,1.30,,2.480,2014
2227,Kepler-256,e,Transit,4,10.68157200,,,5551.00,1.30,,2.350,2014
2228,Kepler-257,b,Transit,3,2.38266700,,,5180.00,1.04,,2.610,2014
2229,Kepler-257,c,Transit,3,6.58148400,,,5180.00,1.04,,5.410,2014
2230,Kepler-257,d,Transit,3,24.66455100,,,5180.00,1.04,,4.950,2014
2231,Kepler-258,b,Transit,2,13.19722000,,,4942.00,0.92,,4.060,2014
2232,Kepler-258,c,Transit,2,33.65307900,,,4942.00,0.92,,3.610,2014
2233,Kepler-259,b,Transit,2,8.11531700,,,5938.00,0.90,,2.800,2014
2234,Kepler-259,c,Transit,2,36.92493100,,,5938.00,0.90,,2.700,2014
2235,Kepler-26,b,Transit,4,12.28000000,,,3914.00,0.51,,2.780,2011
2236,Kepler-26,c,Transit,4,17.25590000,,,3914.00,0.51,,2.720,2011
2237,Kepler-26,d,Transit,4,3.54391900,,,3914.00,0.51,,1.070,2014
2238,Kepler-26,e,Transit,4,46.82791500,,,3914.00,0.51,,2.410,2014
2239,Kepler-260,b,Transit,2,8.18739900,,,5250.00,0.86,,2.010,2014
2240,Kepler-260,c,Transit,2,76.05017800,,,5250.00,0.86,,1.740,2014
2241,Kepler-261,b,Transit,2,10.38122700,,,5098.00,0.79,,2.180,2014
2242,Kepler-261,c,Transit,2,24.57085800,,,5098.00,0.79,,2.000,2014
2243,Kepler-262,b,Transit,2,13.06085500,,,5841.00,0.88,,1.360,2014
2244,Kepler-262,c,Transit,2,21.85372200,,,5841.00,0.88,,1.640,2014
2245,Kepler-263,b,Transit,2,16.56808700,,,5265.00,0.79,,2.670,2014
2246,Kepler-263,c,Transit,2,47.33277300,,,5265.00,0.79,,2.470,2014
2247,Kepler-264,b,Transit,2,40.80623100,,,6158.00,1.55,,3.330,2014
2248,Kepler-264,c,Transit,2,140.10126100,,,6158.00,1.55,,2.830,2014
2249,Kepler-265,b,Transit,4,6.84626200,,,5835.00,1.10,,1.860,2014
2250,Kepler-265,c,Transit,4,17.02893700,,,5835.00,1.10,,2.630,2014
2251,Kepler-265,d,Transit,4,43.13061700,,,5835.00,1.10,,2.490,2014
2252,Kepler-265,e,Transit,4,67.83102400,,,5835.00,1.10,,2.590,2014
2253,Kepler-266,b,Transit,2,6.61833000,,,5885.00,1.03,,2.480,2014
2254,Kepler-266,c,Transit,2,107.72360100,,,5885.00,1.03,,3.890,2014
2255,Kepler-267,b,Transit,3,3.35372800,,,4258.00,0.56,,1.980,2014
2256,Kepler-267,c,Transit,3,6.87745000,,,4258.00,0.56,,2.130,2014
2257,Kepler-267,d,Transit,3,28.46451500,,,4258.00,0.56,,2.270,2014
2258,Kepler-268,b,Transit,2,25.93413800,,,6081.00,1.27,,2.550,2014
2259,Kepler-268,c,Transit,2,83.44639300,,,6081.00,1.27,,3.380,2014
2260,Kepler-269,b,Transit,2,5.32671800,,,5847.00,0.96,,2.470,2014
2261,Kepler-269,c,Transit,2,8.12789900,,,5847.00,0.96,,1.690,2014
2262,Kepler-27,b,Transit,2,15.33480000,,,5400.00,0.59,,4.000,2011
2263,Kepler-27,c,Transit,2,31.33090000,,,5400.00,0.59,,4.900,2011
2264,Kepler-270,b,Transit,2,11.47609400,,,6067.00,1.46,,2.010,2014
2265,Kepler-270,c,Transit,2,25.26288700,,,6067.00,1.46,,1.770,2014
2266,Kepler-271,b,Transit,3,5.21773800,,,5524.00,0.88,,0.890,2014
2267,Kepler-271,c,Transit,3,7.41093500,,,5524.00,0.88,,1.000,2014
2268,Kepler-271,d,Transit,3,5.24972541,,,5524.00,0.88,,0.660,2016
2269,Kepler-272,b,Transit,3,2.97135300,,,5297.00,0.93,,1.430,2014
2270,Kepler-272,c,Transit,3,6.05734200,,,5297.00,0.93,,1.790,2014
2271,Kepler-272,d,Transit,3,10.93730400,,,5297.00,0.93,,2.250,2014
2272,Kepler-273,b,Transit,2,2.93653200,,,5626.00,0.81,,1.500,2014
2273,Kepler-273,c,Transit,2,8.01492700,,,5626.00,0.81,,1.980,2014
2274,Kepler-274,b,Transit,2,11.63478800,,,6023.00,1.01,,1.540,2014
2275,Kepler-274,c,Transit,2,33.19786100,,,6023.00,1.01,,1.840,2014
2276,Kepler-275,b,Transit,3,10.30068200,,,6165.00,1.38,,2.340,2014
2277,Kepler-275,c,Transit,3,16.08813400,,,6165.00,1.38,,3.380,2014
2278,Kepler-275,d,Transit,3,35.67606200,,,6165.00,1.38,,3.330,2014
2279,Kepler-276,b,Transit,3,14.12841000,,,6105.00,1.05,,2.870,2014
2280,Kepler-276,c,Transit,3,31.88400000,,,6105.00,1.05,,2.900,2013
2281,Kepler-276,d,Transit,3,48.64800000,,,6105.00,1.05,,2.800,2013
2282,Kepler-277,b,Transit,2,17.32400000,,,5946.00,1.69,,2.920,2013
2283,Kepler-277,c,Transit,2,33.00600000,,,5946.00,1.69,,3.360,2013
2284,Kepler-278,b,Transit,2,30.16054600,,,4991.00,2.94,,4.070,2014
2285,Kepler-278,c,Transit,2,51.07877500,,,4991.00,2.94,,3.590,2014
2286,Kepler-279,b,Transit,3,12.30968100,,,6363.00,1.75,,3.620,2014
